hemisphere,kappa,se,sn,jaccard,subject,num_atlases
1,0.8549675487,0.9015530403,0.9998890975,0.746675387,77,20
101,0.814067818,0.8322164948,0.9998840295,0.6864370748,77,20
1,0.7966785291,0.8295454545,0.9998558779,0.6620662461,59,1
101,0.7951318458,0.8265682657,0.9998651719,0.6599326599,59,1
1,0.8521320495,0.8362204724,0.9999208973,0.742360695,64,1
101,0.8506927855,0.8351313321,0.9999230106,0.740178757,64,1
1,0.8203850944,0.8094517958,0.9998779535,0.6954685724,67,1
101,0.8313787326,0.840741479,0.9998716238,0.7114184517,67,1
1,0.8725418791,0.8784831343,0.9999092107,0.7739018088,70,1
101,0.8600146582,0.8629964278,0.9999035806,0.7544085231,70,1
1,0.8228313753,0.8227337447,0.9998950024,0.6989919355,77,1
101,0.6623168498,0.6177663891,0.9998367221,0.4951223686,77,1
1,0.8348154136,0.8636743797,0.9998962783,0.716466235,79,1
101,0.8691421255,0.8396833251,0.9999473617,0.7685688406,79,1
1,0,0,0.999625444,0,76,1
101,0,0,0.9996192154,0,76,1
1,0.7370281124,0.8957438501,0.9998072208,0.5835665225,03,2
101,0.7820575329,0.9604790419,0.9998252337,0.642113691,03,2
1,0.8563043233,0.9056829035,0.9998764242,0.7487169364,09,2
101,0.7327885092,0.8819672131,0.9997520329,0.5782685167,09,2
1,0.8823454103,0.9104359313,0.9999183714,0.7894616266,11,2
101,0.8909926968,0.9289340102,0.9999220332,0.8034146341,11,2
1,0,0,0.9996254509,0,76,20
101,0,0,0.9996192025,0,76,20
1,0.8522829006,0.9428409734,0.9998658805,0.7425897036,15,2
101,0.8733843313,0.9622202848,0.9998831923,0.7752282838,15,2
1,0.863316223,0.9317186292,0.999876148,0.7595043058,13,2
101,0.8828446663,0.9725123694,0.9998819224,0.7902613357,13,2
1,0.8506699147,0.8912710567,0.9998874067,0.7401441289,14,2
101,0.815348957,0.8753110312,0.9998616569,0.6882608696,14,2
1,0.849481893,0.9489260143,0.9998318073,0.7383472609,22,2
101,0.8402189076,0.8827508455,0.9998636115,0.7244633605,22,2
1,0.7165190203,0.9568545581,0.9997112406,0.5582622818,23,2
101,0.724713243,0.9510776599,0.9997229186,0.5682747343,23,2
1,0.7693152189,0.9033193684,0.9998056581,0.6251115076,28,2
101,0.8252472916,0.926984127,0.9998299874,0.7024859663,28,2
1,0.8672008407,0.9482907211,0.9998830509,0.7655380334,31,2
101,0.842940685,0.9627862595,0.9998577257,0.7285198556,31,2
1,0.877294686,0.9543543544,0.999896282,0.7814113597,46,2
101,0.7740046838,0.8512556343,0.999847735,0.6313276027,46,2
1,0.854357246,0.9433811802,0.9998596837,0.7457449044,40,2
101,0.809305779,0.8818770227,0.9998447666,0.6796923716,40,2
1,0.8926540284,0.9424568426,0.9999048576,0.8061202654,57,2
101,0.873647118,0.9318120805,0.9998944467,0.7756424581,57,2
1,0.8416243655,0.9479702687,0.9998499783,0.7265556529,59,2
101,0.7672648959,0.9306861721,0.9997998949,0.6224085721,59,2
1,0.8758922981,0.9436049649,0.9998899433,0.7791889483,64,2
101,0.8529565672,0.9219457014,0.9998806575,0.7436131387,64,2
1,0.8771709563,0.9507824904,0.999865301,0.7812150578,67,2
101,0.8524208073,0.9336272917,0.9998441905,0.7427991137,67,2
1,0.7847919656,0.9307997731,0.9997810181,0.6458087367,70,2
101,0.8271488962,0.9457572503,0.999821263,0.7052462956,70,2
1,0.8272463768,0.9311582382,0.999861949,0.7053880376,79,2
101,0.8382180539,0.9358638743,0.9998722221,0.721493441,79,2
1,0.8009872694,0.8846484935,0.9998409717,0.6680390033,77,2
101,0.7715994401,0.7966368891,0.9998563051,0.6281334162,77,2
1,0.7385551733,0.7167437083,0.999877133,0.5854835326,03,3
101,0.7789855072,0.737745098,0.9999102048,0.6379821958,03,3
1,0.8339081099,0.8679944419,0.9998700882,0.7151307002,09,3
101,0.8749864234,0.8979045921,0.9999024583,0.7777563236,09,3
1,0.8898700025,0.878875969,0.9999439832,0.8015908087,11,3
101,0.8949574495,0.8752795031,0.9999542583,0.8098850575,11,3
1,0,0,0.9996254656,0,76,2
101,0,0,0.9996192151,0,76,2
1,0.8772743076,0.9157996613,0.9998999297,0.7813790256,13,3
101,0.9125528914,0.9397240378,0.9999303308,0.8391699092,13,3
1,0.8585319578,0.8741849795,0.9999054187,0.7521296489,14,3
101,0.863373494,0.8631655023,0.9999203376,0.7595929616,14,3
1,0.8829262423,0.9113263785,0.9999133018,0.7903920724,15,3
101,0.89620807,0.9021287008,0.9999361018,0.811935697,15,3
1,0.8320895522,0.8965825329,0.9998371491,0.7124600639,22,3
101,0.7626139142,0.8339815265,0.9997954968,0.6163104006,22,3
1,0.8928297756,0.9411493192,0.9998980971,0.8064069606,23,3
101,0.8924189308,0.9301210322,0.9999048525,0.8057368942,23,3
1,0.8024227741,0.813559322,0.9998772707,0.6700384382,28,3
101,0.8241546986,0.882110869,0.9998496834,0.70090402,28,3
1,0.8978723404,0.9297563504,0.9999232965,0.8146718147,31,3
101,0.8638607431,0.9084699454,0.9998996549,0.7603475875,31,3
1,0.8604969227,0.8928571429,0.9998914835,0.7551510302,40,3
101,0.8816058063,0.8744656918,0.9999315945,0.7882782397,40,3
1,0.8928433269,0.9015625,0.9999362447,0.8064290706,46,3
101,0.8815335816,0.9066666667,0.9999254111,0.788162762,46,3
1,0.912786153,0.9058067376,0.9999498918,0.8395645029,57,3
101,0.8890728477,0.8876033058,0.9999349745,0.8002980626,57,3
1,0.8625581118,0.9029198902,0.9998924721,0.7583315867,59,3
101,0.8351901652,0.8777927322,0.9998827656,0.7170184697,59,3
1,0.8873547348,0.8739800544,0.9999404622,0.7975180972,64,3
101,0.8886776761,0.8679508006,0.9999482042,0.7996579004,64,3
1,0.7972146022,0.8727188727,0.9998070321,0.6628070175,67,3
101,0.8471760797,0.9062638827,0.9998522092,0.734870317,67,3
1,0.8584378623,0.8758872876,0.9998921808,0.7519852262,70,3
101,0.8972741849,0.9197896121,0.9999162511,0.8136874758,70,3
1,0.8392550845,0.8673081793,0.9998890951,0.7230314545,77,3
101,0.7632603406,0.7528197744,0.9998710762,0.6171552233,77,3
1,0.8846865908,0.8975046955,0.9999310385,0.7932179274,79,3
101,0.9024836601,0.8892323545,0.9999555259,0.8222963316,79,3
1,0.7184410374,0.7562594268,0.9998371758,0.5605992844,03,4
101,0.7508573133,0.8231448186,0.9998409812,0.6010981141,03,4
1,0,0,0.9996254483,0,76,3
101,0,0,0.9996191969,0,76,3
1,0.8688584253,0.9556978916,0.9998712245,0.7681252681,13,4
101,0.8531202435,0.9589392643,0.9998572963,0.7438619774,13,4
1,0.8691939449,0.9071023494,0.9999061282,0.7686498856,11,4
101,0.9120064681,0.9471032746,0.9999346991,0.8382462224,11,4
1,0.853622697,0.9042145594,0.9998740317,0.7446263064,09,4
101,0.8109957527,0.9153129161,0.9998192919,0.6820797777,09,4
1,0.8704042995,0.914762516,0.9998973997,0.7705449827,14,4
101,0.8597584234,0.9098493003,0.9998919135,0.754014273,14,4
1,0.8758716876,0.9589117157,0.9998830489,0.7791563275,15,4
101,0.8701197293,0.9435506633,0.9998876941,0.7700990555,15,4
1,0.8577666875,0.9275916348,0.9998527733,0.7509557619,22,4
101,0.8327875779,0.8601352826,0.999867409,0.7134841629,22,4
1,0.8815051161,0.9344529974,0.9998879639,0.7881172536,23,4
101,0.8848389982,0.9432657926,0.9998885283,0.7934630038,23,4
1,0.7677762983,0.8668069753,0.9998169104,0.6230819105,28,4
101,0.7734901384,0.9148073022,0.9997811612,0.6306432281,28,4
1,0.8885854724,0.9545321209,0.9999069765,0.7995085995,46,4
101,0.8728373702,0.9429906542,0.9999016314,0.7743668457,46,4
1,0.8923076923,0.9399946424,0.9999123203,0.8055555556,31,4
101,0.8688480979,0.9385057471,0.9998913542,0.7681091251,31,4
1,0.8770787301,0.9304219097,0.9998909232,0.7810687655,40,4
101,0.8810810811,0.9062122311,0.9999121745,0.7874396135,40,4
1,0.9101726552,0.9447808186,0.9999237158,0.8351530721,57,4
101,0.9091351417,0.93425,0.9999318803,0.8334076717,57,4
1,0.8835282651,0.9477260847,0.9998936007,0.7913574858,59,4
101,0.8076665326,0.8948618949,0.9998478701,0.6773830935,59,4
1,0.879570941,0.9192356688,0.9999055623,0.7850304613,64,4
101,0.7262288195,0.8549291131,0.999786803,0.5701407212,64,4
1,0.8523804563,0.9193258427,0.9998510842,0.7427378359,67,4
101,0.7589410125,0.9385410684,0.9997379552,0.6115269461,67,4
1,0.8598379758,0.9283489097,0.9998643202,0.7541366556,70,4
101,0.8252900232,0.9292058516,0.9998261863,0.7025478965,70,4
1,0.8289680461,0.9246275197,0.9998525131,0.7078953254,77,4
101,0.7665407749,0.8850129199,0.9998152276,0.6214561125,77,4
1,0.8778242678,0.9436281859,0.9999031777,0.7822520507,79,4
101,0.8930001381,0.930647482,0.9999248487,0.8066849588,79,4
1,0.7940042827,0.8323855133,0.9998757352,0.6583806818,03,5
101,0.8162124389,0.8326204733,0.999897546,0.6894923259,03,5
1,0.8673803802,0.8855677002,0.9999013323,0.7658179012,09,5
101,0.8154139984,0.8681818182,0.9998463045,0.688353566,09,5
1,0.8846202134,0.8943894389,0.9999292068,0.7931112112,11,5
101,0.9145211123,0.906122449,0.9999583405,0.8425047438,11,5
1,0,0,0.9996254583,0,76,4
101,0,0,0.9996192111,0,76,4
1,0.8949098742,0.9126011561,0.9999227284,0.8098071399,13,5
101,0.9191065849,0.9312851782,0.9999428561,0.8503211991,13,5
1,0.8594387143,0.8855659911,0.9999002124,0.7535226078,14,5
101,0.8823601721,0.9004014049,0.9999211839,0.7894852618,14,5
1,0.9007763222,0.9378630967,0.9999194953,0.8194659016,15,5
101,0.9051310447,0.9227295534,0.999934836,0.8267026298,15,5
1,0.8654685755,0.9110731082,0.9998720522,0.7628423125,22,5
101,0.8792083248,0.8761691745,0.9999190622,0.7844529401,22,5
1,0.9004810262,0.9251043268,0.999916955,0.8189772506,23,5
101,0.91855442,0.9192323914,0.9999451044,0.8493764614,23,5
1,0.7706192028,0.8102266737,0.9998437795,0.6268352365,28,5
101,0.8171242438,0.9042224511,0.9998311109,0.6907946499,28,5
1,0.9030340557,0.9246766422,0.9999315993,0.823210657,31,5
101,0.876772364,0.9142473118,0.9999103501,0.7805829699,31,5
1,0.8426099158,0.8994008987,0.999867279,0.7280258638,40,5
101,0.8503188406,0.8624176858,0.9999006317,0.7396127471,40,5
1,0.8942432925,0.9123040128,0.999932164,0.8087161366,46,5
101,0.8432895794,0.8417112299,0.9999186534,0.7290412228,46,5
1,0.9067168308,0.8918154114,0.9999512988,0.8293522267,57,5
101,0.8963906086,0.8841013825,0.999945952,0.8122353937,57,5
1,0.8978335504,0.9328413284,0.9999169607,0.8146079484,59,5
101,0.8642829681,0.9091399299,0.9998983875,0.7610020311,59,5
1,0.8894139887,0.8994026284,0.9999275153,0.8008510638,64,5
101,0.906971211,0.8869241508,0.9999583383,0.8297779713,64,5
1,0.9054534962,0.8969131098,0.9999377806,0.8272407733,67,5
101,0.8694370763,0.8764111705,0.9999007614,0.7690302398,67,5
1,0.8923780805,0.8978865872,0.999923005,0.8056702967,70,5
101,0.8942195921,0.9058017555,0.9999210356,0.80867737,70,5
1,0.8376607008,0.8930395055,0.9998747434,0.7206679679,77,5
101,0.843730229,0.865974026,0.9998988077,0.7297001532,77,5
1,0.9063087248,0.9338865837,0.9999354024,0.8286696122,79,5
101,0.910062809,0.9165545087,0.9999489123,0.8349681216,79,5
1,0.8099149311,0.8753963221,0.999872924,0.6805521321,03,6
101,0.8198106336,0.8747280075,0.9998826331,0.694643298,03,6
1,0,0,0.9996254473,0,76,5
101,0,0,0.9996191993,0,76,5
1,0.8100383409,0.8856707317,0.9998332208,0.6807264206,09,6
101,0.7755795606,0.9081864696,0.9997852404,0.6334258525,09,6
1,0.8905146964,0.9213811421,0.9999216086,0.8026376677,11,6
101,0.9165476963,0.9154783511,0.9999553853,0.845951126,11,6
1,0.9015725102,0.9464416728,0.9999118936,0.8207847296,13,6
101,0.9042126988,0.9647668394,0.9999080965,0.8251717261,13,6
1,0.8739434919,0.9070175439,0.9999052799,0.7761098006,14,6
101,0.8487989886,0.8925817602,0.9998885351,0.7373160553,14,6
1,0.9097972563,0.9481275304,0.9999242806,0.8345211581,15,6
101,0.9146417445,0.9449021627,0.999933711,0.8427095293,15,6
1,0.8705785294,0.9326115776,0.999866284,0.7708181154,22,6
101,0.8667518093,0.9024822695,0.9998857083,0.7648384673,22,6
1,0.8883457394,0.9521314599,0.9998868393,0.7991205277,23,6
101,0.8909580435,0.9534213685,0.9998904992,0.8033582844,23,6
1,0.8567197334,0.8856851238,0.9998996512,0.7493523316,28,6
101,0.867612025,0.9320009749,0.9998750182,0.7661791224,28,6
1,0.8982483256,0.9600770925,0.9999092253,0.8152910919,31,6
101,0.8569078947,0.9594843462,0.9998716556,0.7496402878,31,6
1,0.8578324331,0.8981949458,0.9998854325,0.7510565506,40,6
101,0.8858981861,0.9072387344,0.999917241,0.7951680672,40,6
1,0.8988702872,0.9621212121,0.9999137313,0.81631644,46,6
101,0.8709864044,0.9444792974,0.9998993801,0.7714578529,46,6
1,0.9200974139,0.9490430622,0.9999330045,0.8520189003,57,6
101,0.9175108538,0.9344141489,0.9999413095,0.8475935829,57,6
1,0.8737489449,0.9263615444,0.9998931772,0.7758029979,59,6
101,0.8679245283,0.9287106656,0.999893182,0.7666666667,59,6
1,0.8905607147,0.8959318827,0.9999308929,0.8027124391,64,6
101,0.9061512278,0.9050509956,0.9999463759,0.8284063125,64,6
1,0.8797493937,0.9170002107,0.9998879566,0.7853148115,67,6
101,0.8914696814,0.942826087,0.9998883812,0.8041906175,67,6
1,0.8883012481,0.9096620451,0.9999100573,0.7990485252,70,6
101,0.8893276297,0.9373410405,0.9998961267,0.8007110409,70,6
1,0.8544564657,0.9341030696,0.999873902,0.7458961097,77,6
101,0.8140304434,0.8780696745,0.9998623628,0.6863839286,77,6
1,0.8937848497,0.9340534395,0.9999227372,0.8079665601,79,6
101,0.9023485785,0.9350982067,0.9999320257,0.8220720721,79,6
1,0.7556234379,0.7690785755,0.9998672878,0.6072305289,03,7
101,0.7323369565,0.7260237069,0.9998658771,0.5777063237,03,7
1,0.8643106457,0.881031799,0.9999002061,0.7610449481,09,7
101,0.7808671065,0.8797451553,0.9998019808,0.6405102435,09,7
1,0.9006688135,0.8982213439,0.9999451098,0.8192879676,11,7
101,0.9193173002,0.9148224395,0.9999587629,0.8506819813,11,7
1,0,0,0.9996254537,0,76,6
101,0,0,0.999619202,0,76,6
1,0.9082390584,0.933960047,0.9999265294,0.8319028679,13,7
101,0.9224025589,0.9579232283,0.9999318797,0.8559806508,13,7
1,0.8667381208,0.8864799026,0.9999080933,0.7648171501,14,7
101,0.8718977187,0.908331157,0.9999055636,0.7728888889,14,7
1,0.9236739974,0.9310099573,0.9999496124,0.8581730769,15,7
101,0.9212750543,0.9212750543,0.9999541168,0.8540407432,15,7
1,0.8455251328,0.8962529781,0.9998545996,0.7323893805,22,7
101,0.8401639344,0.8408531583,0.9998896437,0.7243816254,22,7
1,0.9024311877,0.9289966924,0.999917096,0.8222092116,23,7
101,0.9091298298,0.9244666957,0.999929341,0.8333987441,23,7
1,0.8568667713,0.8661782662,0.9999103454,0.7495773457,28,7
101,0.8585766423,0.9280078895,0.9998665744,0.7521982414,28,7
1,0.906048587,0.9286077236,0.9999328661,0.8282347609,31,7
101,0.8894729925,0.947633716,0.9999079595,0.8009467456,31,7
1,0.8788186225,0.9012716763,0.9999087942,0.7838326966,40,7
101,0.8804830808,0.8773841962,0.9999283576,0.7864848361,40,7
1,0.907495807,0.9168404588,0.9999439855,0.8306565895,46,7
101,0.892722972,0.92689974,0.9999271005,0.8062327218,46,7
1,0.9032539856,0.8772004242,0.9999567875,0.8235762644,57,7
101,0.8971260997,0.8884758364,0.9999441225,0.8134439481,57,7
1,0.895330878,0.9338289963,0.9999135832,0.810496881,59,7
101,0.8843677569,0.9351851852,0.9999071137,0.7927054478,59,7
1,0.8946216745,0.8819255223,0.9999444033,0.8093352782,64,7
101,0.9000718907,0.8862671071,0.9999504567,0.8183006536,64,7
1,0.9108126389,0.9063461538,0.9999386256,0.8362313698,67,7
101,0.9224678961,0.9139085518,0.9999503091,0.85609319,67,7
1,0.8934880318,0.9037851554,0.9999206127,0.8074815794,70,7
101,0.8918336565,0.9218262806,0.9999080883,0.8047832005,70,7
1,0.8424717145,0.8845953003,0.9998838896,0.7278195489,77,7
101,0.8101422387,0.8122519841,0.9998905013,0.6808731809,77,7
1,0.9052715022,0.9175147295,0.9999424382,0.8269370022,79,7
101,0.9166332129,0.9244264507,0.9999517271,0.8460968379,79,7
1,0.7810768575,0.8145185185,0.9998712313,0.6407925408,03,8
101,0.7911965455,0.8043047295,0.999886287,0.6545286932,03,8
1,0,0,0.9996254477,0,76,7
101,0,0,0.9996192015,0,76,7
1,0.8405270332,0.8952334866,0.9998633358,0.7249216301,09,8
101,0.8220773172,0.9128523403,0.9998323779,0.69790431,09,8
1,0.9074923547,0.931711146,0.999934556,0.8306508048,11,8
101,0.9141407398,0.9401263389,0.9999401871,0.8418593212,11,8
1,0.9124423963,0.9464627151,0.9999245597,0.8389830508,13,8
101,0.9123939285,0.956641604,0.9999211839,0.8389010989,13,8
1,0.8756939416,0.9083625438,0.9999065466,0.7788750537,14,8
101,0.8740684603,0.9182590234,0.9999030311,0.7763069329,14,8
1,0.9186004569,0.9474206349,0.9999345541,0.8494551924,15,8
101,0.9151107792,0.9442589263,0.9999345554,0.8435061955,15,8
1,0.8533221897,0.9279709157,0.9998470035,0.7441690962,22,8
101,0.8625079567,0.8949801849,0.9998847225,0.7582540571,22,8
1,0.903289258,0.95033341,0.9999058381,0.8236349143,23,8
101,0.9140625,0.9429147079,0.9999244159,0.8417266187,23,8
1,0.8639960435,0.8949795082,0.9999028885,0.7605572486,28,8
101,0.8623747553,0.9428355578,0.9998637611,0.7580481879,28,8
1,0.8634412345,0.9135772158,0.9998838856,0.7596978359,40,8
101,0.8626900585,0.8829303328,0.9999035885,0.7585355821,40,8
1,0.8907221729,0.9364825193,0.9999123201,0.8029748284,31,8
101,0.8715189022,0.9540500736,0.9998875557,0.772293753,31,8
1,0.8969359331,0.9329470199,0.9999248471,0.8131313131,46,8
101,0.8812843262,0.9271111111,0.9999159837,0.7877643505,46,8
1,0.9305316339,0.9498359119,0.9999449673,0.8700880395,57,8
101,0.9201855597,0.9240324892,0.9999503163,0.8521700815,57,8
1,0.8618881119,0.9517374517,0.9998689749,0.757296467,59,8
101,0.8757583751,0.9518348624,0.9998910726,0.7789770061,59,8
1,0.881412155,0.8938010572,0.9999213227,0.7879686507,64,8
101,0.8304278922,0.9076212471,0.9998643338,0.7100271003,64,8
1,0.8669920683,0.9099252935,0.9998752895,0.7652127087,67,8
101,0.9079143853,0.9277721261,0.999919766,0.8313582498,67,8
1,0.8590914091,0.9181754056,0.9998686819,0.752988816,70,8
101,0.8856697125,0.950263032,0.9998848691,0.7948,70,8
1,0.8455554139,0.9137265711,0.9998736192,0.732434821,77,8
101,0.8315581854,0.8902027027,0.9998746057,0.7116812964,77,8
1,0.8811401688,0.9386792453,0.999908384,0.7875340094,79,8
101,0.9094605584,0.9293628809,0.9999418762,0.8339547601,79,8
1,0.8058320482,0.8284808302,0.9998888211,0.6748062926,03,9
101,0.7988394584,0.8052924791,0.9998934635,0.6650563607,03,9
1,0.8820625343,0.904590459,0.9999083704,0.7890088322,09,9
101,0.8817723185,0.9142597225,0.9999013335,0.7885445273,09,9
1,0,0,0.9996254527,0,76,8
101,0,0,0.9996192056,0,76,8
1,0.9158459045,0.9193992491,0.9999503177,0.8447562098,11,9
101,0.9167946749,0.9033804238,0.9999624217,0.8463720161,11,9
1,0.8964798518,0.9350241546,0.9999120337,0.8123819517,13,9
101,0.9046483909,0.9456765512,0.9999180873,0.8258977149,13,9
1,0.8842455182,0.90147664,0.9999200564,0.7925090445,14,9
101,0.8781757343,0.9038265306,0.9999147106,0.7828104286,14,9
1,0.9164581099,0.9364344861,0.9999380721,0.8457985042,15,9
101,0.9137364643,0.9207945071,0.9999456725,0.8411738351,15,9
1,0.898867395,0.9330004161,0.9999032984,0.8163116694,22,9
101,0.8556521739,0.8550398691,0.9999011859,0.7477203647,22,9
1,0.91434644,0.93359375,0.9999296224,0.8422083007,23,9
101,0.9242038217,0.9319203597,0.9999442604,0.8590882179,23,9
1,0.8254404598,0.8648860958,0.9998760084,0.7027659574,28,9
101,0.8209180709,0.907269458,0.9998339255,0.6962349694,28,9
1,0.8985978968,0.9307572614,0.999923578,0.8158672426,31,9
101,0.8930882734,0.9354663774,0.9999172466,0.806828812,31,9
1,0.8793258427,0.8987138264,0.9999109051,0.7846400642,40,9
101,0.8586278586,0.8674445741,0.9999076687,0.752276867,40,9
1,0.8923157344,0.9135670324,0.9999294902,0.8055686645,46,9
101,0.8874616029,0.9249126892,0.9999228788,0.7976907631,46,9
1,0.9012468278,0.883982684,0.9999494688,0.8202450291,57,9
101,0.9119830329,0.9071729958,0.9999505973,0.8382066277,57,9
1,0.8812269647,0.9198312236,0.9999048572,0.7876726886,59,9
101,0.8559585492,0.9111969112,0.9998888187,0.7481884058,59,9
1,0.9159654179,0.9037761601,0.9999569302,0.8449595917,64,9
101,0.9173346094,0.901905434,0.999961435,0.8472928177,64,9
1,0.893825678,0.9219653179,0.9999038609,0.8080332911,67,9
101,0.8727968577,0.9028964368,0.999887815,0.7743030736,67,9
1,0.8980060549,0.9071925754,0.999924413,0.8148920045,70,9
101,0.9056806002,0.9310268841,0.9999201925,0.8276199804,70,9
1,0.8242688558,0.89673458,0.999859265,0.7010691687,77,9
101,0.8197556008,0.8466999737,0.9998827641,0.6945642796,77,9
1,0.9029681885,0.922240348,0.9999376536,0.823101189,79,9
101,0.9171387169,0.9105414596,0.9999596077,0.8469586375,79,9
1,0.8389376496,0.8971233545,0.9998605214,0.722560377,09,10
101,0.7902089552,0.9055829228,0.9998012802,0.6531780497,09,10
1,0.8054841474,0.8448172558,0.9998812238,0.6743185079,03,10
101,0.8179781574,0.8360045793,0.999897687,0.6920161099,03,10
1,0,0,0.9996254459,0,76,9
101,0,0,0.9996192012,0,76,9
1,0.9134450907,0.9372805991,0.9999308924,0.8406801008,13,10
101,0.918706917,0.9573941045,0.9999279391,0.8496372829,13,10
1,0.9197135319,0.9305873379,0.9999484885,0.8513607816,11,10
101,0.9188553508,0.9240473062,0.9999532745,0.8498912255,11,10
1,0.8845831838,0.9088228066,0.9999163977,0.7930516835,14,10
101,0.8787389847,0.9058341863,0.9999142885,0.7837059996,14,10
1,0.9237808549,0.9542288557,0.9999368061,0.8583575744,15,10
101,0.9227717863,0.9480387163,0.9999410292,0.8566168009,15,10
1,0.892982986,0.9313313734,0.9998964019,0.8066569662,22,10
101,0.8760071152,0.8957842927,0.9999017519,0.7793706945,22,10
1,0.8535585642,0.888544091,0.999894726,0.7445287107,28,10
101,0.8435741088,0.9426100629,0.9998430754,0.7294666396,28,10
1,0.9103178058,0.9534883721,0.9999127345,0.835397523,23,10
101,0.9224578575,0.9538911381,0.9999284979,0.8560758983,23,10
1,0.8962677646,0.9335915883,0.999923862,0.8120336943,46,10
101,0.8898965566,0.9426598619,0.9999175322,0.8016339035,46,10
1,0.883306691,0.918328585,0.9999045732,0.791002045,40,10
101,0.8940134045,0.888261851,0.9999383507,0.8083401808,40,10
1,0.9113667973,0.9541964522,0.9999256899,0.8371660859,31,10
101,0.8661271063,0.9328379537,0.9998910724,0.7638661362,31,10
1,0.9247262248,0.947778828,0.9999391969,0.8599914237,57,10
101,0.928070384,0.93150358,0.9999552425,0.8657941437,57,10
1,0.8933333333,0.952688728,0.9999019038,0.8072289157,59,10
101,0.8811586706,0.9362462215,0.9999033143,0.7875635691,59,10
1,0.8790630975,0.899486427,0.9999154123,0.7842217484,64,10
101,0.8862764509,0.9013340045,0.9999258286,0.7957777778,64,10
1,0.907901259,0.9272985014,0.9999197658,0.8313362382,67,10
101,0.9254658385,0.9519785655,0.9999280716,0.8612716763,67,10
1,0.8983356302,0.9220892274,0.9999154062,0.81543495,70,10
101,0.8985189248,0.947258848,0.9999018975,0.8157370518,70,10
1,0.869510665,0.9222784136,0.9998947277,0.769145394,77,10
101,0.8565547408,0.8948924731,0.9998981059,0.74909991,77,10
1,0.8973342447,0.9431034483,0.9999221747,0.8137862633,79,10
101,0.9219068315,0.9440890125,0.999947365,0.8551272361,79,10
1,0.771349096,0.7864435621,0.9998746061,0.6278016753,03,11
101,0.8561462258,0.8718385905,0.9999183744,0.7484752379,03,11
1,0.8666593623,0.887567325,0.9998992214,0.7646945089,09,11
101,0.839046538,0.9038884813,0.9998557364,0.7227219398,09,11
1,0,0,0.9996254522,0,76,10
101,0,0,0.9996192044,0,76,10
1,0.9048509789,0.9085900326,0.9999439842,0.8262354817,11,11
101,0.9279360578,0.9206958301,0.9999649554,0.8655603656,11,11
1,0.9121452894,0.9313861845,0.9999327218,0.8384808013,13,11
101,0.9251173709,0.9512430606,0.9999386347,0.8606682682,13,11
1,0.8752071987,0.8897448243,0.9999161152,0.7781052632,14,11
101,0.8811966869,0.9045685279,0.9999176659,0.7876243094,14,11
1,0.9114959115,0.9402133466,0.9999303318,0.8373840035,15,11
101,0.9150650961,0.9403669725,0.9999365255,0.8434285714,15,11
1,0.8970691207,0.9291338583,0.9999032982,0.813350263,22,11
101,0.8656437902,0.8767324654,0.9999002023,0.7631146043,22,11
1,0.9191049914,0.9506008011,0.9999254009,0.8503184713,23,11
101,0.9296444396,0.954928952,0.9999369426,0.8685379645,23,11
1,0.8717399071,0.8687396155,0.9999262483,0.772640912,28,11
101,0.8805595017,0.9076368551,0.9999038664,0.7866067942,28,11
1,0.9106520657,0.9372438525,0.9999334293,0.8359607037,31,11
101,0.8897606905,0.9426433915,0.9999104922,0.8014134276,31,11
1,0.9026979213,0.9075144509,0.9999346906,0.8226521564,40,11
101,0.8770854614,0.8706624606,0.9999283573,0.7810794421,40,11
1,0.9057243448,0.9251465104,0.9999377936,0.827693041,46,11
101,0.8905251459,0.9230990783,0.9999266782,0.8026546456,46,11
1,0.9286777333,0.9450139795,0.9999455301,0.8668518914,57,11
101,0.9222011385,0.9232961292,0.9999531311,0.8556338028,57,11
1,0.899146532,0.9499618999,0.9999096436,0.816772221,59,11
101,0.8813121529,0.9350506988,0.9999040179,0.7878088201,59,11
1,0.9006561529,0.887477314,0.9999483443,0.8192670157,64,11
101,0.8953266571,0.8773364486,0.9999503157,0.8104899633,64,11
1,0.9082721488,0.9157125938,0.9999282102,0.8319583931,67,11
101,0.9314773061,0.9368960757,0.9999466503,0.8717431193,67,11
1,0.904945341,0.9116844976,0.9999307469,0.8263928504,70,11
101,0.9065168054,0.9401479489,0.9999158301,0.8290175924,70,11
1,0.8594750722,0.9125333333,0.999888676,0.7535785069,77,11
101,0.8391838804,0.8626889005,0.9998955709,0.7229257642,77,11
1,0.907782516,0.9283183429,0.999939624,0.8311371401,79,11
101,0.9230562643,0.9342212558,0.9999534161,0.8571072319,79,11
1,0.8146746251,0.8730109204,0.99987813,0.6873004176,03,12
101,0.8374671725,0.8951965066,0.999890514,0.7203815261,03,12
1,0.8729627149,0.9120597154,0.9998928901,0.7745641838,09,12
101,0.843159572,0.9111931119,0.9998568628,0.7288469107,09,12
1,0.9224030038,0.9296165489,0.9999520068,0.855981417,11,12
101,0.925126083,0.9207207207,0.9999618592,0.8606833494,11,12
1,0.9025581395,0.945662768,0.9999134416,0.8224200042,13,12
101,0.9203115638,0.9677419355,0.9999244212,0.8523862375,13,12
1,0,0,0.9996254486,0,76,11
101,0,0,0.9996192022,0,76,11
