label,k,se,sp,j,atlas,template
1,0.4649395509,0.5727659574,0.9999037489,0.302880288,005_S_0572,002_S_0413
101,0.632,0.6828003457,0.9999491626,0.4619883041,005_S_0572,002_S_0413
1,0.6639964397,0.634893617,0.9999700307,0.4970019987,005_S_0572,002_S_0619
101,0.8137873056,0.8366464996,0.9999766497,0.6860382707,005_S_0572,002_S_0619
1,0.5629053178,0.5540425532,0.9999552299,0.3916967509,005_S_0572,002_S_0295
101,0.658008658,0.6568712187,0.9999638714,0.4903225806,005_S_0572,002_S_0295
1,0.7553619303,0.8460960961,0.9999517359,0.6068928379,005_S_0814,941_S_1202
101,0.715825787,0.7837582625,0.9999604704,0.557421088,005_S_0814,941_S_1202
1,0.8041775457,0.8093093093,0.9999750865,0.672489083,005_S_0814,127_S_0431
101,0.8217411331,0.8423040604,0.9999797755,0.6974198593,005_S_0814,127_S_0431
1,0.7954958227,0.8220720721,0.9999700303,0.6604342581,005_S_0814,116_S_0382
101,0.7121387283,0.8725212465,0.9999437392,0.552962298,005_S_0814,116_S_0382
1,0.7885985748,0.8723723724,0.999958355,0.6509803922,005_S_0814,098_S_0149
101,0.6839762611,0.8706326723,0.9999342705,0.519729425,005_S_0814,098_S_0149
1,0.8268895855,0.8911411411,0.9999676401,0.7048693587,005_S_0814,094_S_1293
101,0.7728952772,0.8885741265,0.9999600107,0.6298527443,005_S_0814,094_S_1293
1,0.6968164237,0.8791291291,0.9999211226,0.5347031963,005_S_0814,094_S_1188
101,0.7122026094,0.8762983947,0.9999430957,0.5530393325,005_S_0814,094_S_1188
1,0.5486531061,0.7492492492,0.9998797534,0.378030303,005_S_0814,067_S_0056
101,0.5705521472,0.790368272,0.9999045773,0.3991416309,005_S_0814,067_S_0056
1,0.780539027,0.8370870871,0.999962308,0.6400688863,005_S_0814,067_S_0029
101,0.7956502039,0.8290840415,0.9999751791,0.6606471031,005_S_0814,067_S_0029
1,0.7539410555,0.8258258258,0.9999553212,0.6050605061,005_S_0814,057_S_1217
101,0.7265500795,0.8630783758,0.9999500824,0.570536829,005_S_0814,057_S_1217
1,0.7519725557,0.8228228228,0.9999552293,0.602528862,005_S_0814,021_S_1109
101,0.6004709576,0.7223796034,0.9999334431,0.4290521593,005_S_0814,021_S_1109
1,0.8374613003,0.8123123123,0.9999843716,0.7203728362,005_S_0814,021_S_0753
101,0.8442396313,0.86496695,0.9999820738,0.7304625199,005_S_0814,021_S_0753
1,0.8445408532,0.8768768769,0.9999755462,0.7309136421,005_S_0814,021_S_0642
101,0.8007165249,0.8441926346,0.9999742598,0.6676624347,005_S_0814,021_S_0642
1,0.8269230769,0.8393393393,0.9999766494,0.7049180328,005_S_0814,021_S_0343
101,0.8295819936,0.8526912181,0.9999802352,0.7087912088,005_S_0814,021_S_0343
1,0.7601809955,0.8198198198,0.9999587227,0.6131386861,005_S_0814,021_S_0337
101,0.752308984,0.8460812087,0.9999607462,0.602960969,005_S_0814,021_S_0337
1,0.7784960871,0.8588588589,0.9999574356,0.6373259053,005_S_0814,021_S_0159
101,0.6890566038,0.8621340888,0.9999376719,0.5256188831,005_S_0814,021_S_0159
1,0.6601827291,0.8408408408,0.9999134923,0.4927408711,005_S_0814,020_S_0213
101,0.7269950363,0.8989612842,0.9999441069,0.5710857828,005_S_0814,020_S_0213
1,0.7237521515,0.6313813814,0.9999861183,0.5670937289,005_S_0814,016_S_0991
101,0.7565849228,0.7865911237,0.9999715019,0.6084733382,005_S_0814,016_S_0991
1,0.7956093868,0.789039039,0.9999761897,0.6605908234,005_S_0814,014_S_1095
101,0.7874157303,0.8271954674,0.9999733405,0.6493699036,005_S_0814,014_S_1095
1,0.8096402375,0.8701201201,0.9999658014,0.6801643192,005_S_0814,014_S_0328
101,0.7947189097,0.88101983,0.9999672731,0.6593639576,005_S_0814,014_S_0328
1,0.7053425107,0.8078078078,0.9999408879,0.5448101266,005_S_0814,013_S_1205
101,0.5114391144,0.6543909348,0.9999119317,0.3435795736,005_S_0814,013_S_1205
1,0.5680617635,0.5247747748,0.9999604694,0.396708286,005_S_0814,011_S_0241
101,0.6295289855,0.656279509,0.9999582641,0.4593522802,005_S_0814,011_S_0241
1,0.2428115016,0.2282282282,0.9999202033,0.1381818182,005_S_0814,011_S_0183
101,0.647166362,0.6685552408,0.9999612977,0.4783783784,005_S_0814,011_S_0183
1,0.2369068541,0.253003003,0.9998918884,0.1343700159,005_S_0814,011_S_0168
101,0.7428323197,0.8073654391,0.9999643314,0.590877678,005_S_0814,011_S_0168
1,0.75600874,0.7792792793,0.9999654337,0.6077283372,005_S_0814,011_S_0053
101,0.7556561086,0.7884796978,0.9999709503,0.6072727273,005_S_0814,011_S_0053
1,0.5671459162,0.6959459459,0.999907149,0.3958155423,005_S_0814,011_S_0022
101,0.516025641,0.7601510859,0.9998845367,0.3477321814,005_S_0814,011_S_0022
1,0.1751751752,0.2627627628,0.9997872701,0.09599561163,005_S_0814,011_S_0016
101,0.5894187779,0.746931067,0.9999233309,0.4178552562,005_S_0814,011_S_0016
1,0.7800627396,0.8400900901,0.9999615726,0.6394285714,005_S_0814,011_S_0010
101,0.7455919395,0.8385269122,0.9999600107,0.59437751,005_S_0814,011_S_0010
1,0.7168221487,0.8941441441,0.9999264547,0.558630394,005_S_0814,011_S_0005
101,0.721745908,0.8744098206,0.999946589,0.5646341463,005_S_0814,011_S_0005
1,0.7928286853,0.746996997,0.9999831765,0.6567656766,005_S_0814,011_S_0003
101,0.8275203058,0.8177525968,0.9999845559,0.7057864711,005_S_0814,011_S_0003
1,0.8068965517,0.8783783784,0.9999634112,0.676300578,005_S_0814,009_S_0751
101,0.7751623377,0.9017941454,0.9999586318,0.63286945,005_S_0814,009_S_0751
1,0.8179568752,0.8686186186,0.9999687432,0.6919856459,005_S_0814,009_S_1030
101,0.5941329372,0.7554296506,0.9999233309,0.4226096144,005_S_0814,009_S_1030
1,0.7741286863,0.8671171171,0.99995431,0.6314926189,005_S_0814,007_S_1339
101,0.7696381289,0.8234183192,0.9999692037,0.6255380201,005_S_0814,007_S_1339
1,0.6223479491,0.8258258258,0.9998985994,0.4517453799,005_S_0814,007_S_1222
101,0.449790795,0.6090651558,0.9998929942,0.290148448,005_S_0814,007_S_1222
1,0.7687543014,0.8385885886,0.9999579872,0.6243711571,005_S_0814,007_S_1206
101,0.7765957447,0.896128423,0.9999599188,0.6347826087,005_S_0814,007_S_1206
1,0.8328424153,0.8490990991,0.9999767413,0.7135646688,005_S_0814,007_S_0698
101,0.7989371125,0.8517469311,0.999972697,0.6651917404,005_S_0814,007_S_0698
1,0.8316610925,0.8400900901,0.9999779364,0.7118320611,005_S_0814,007_S_0414
101,0.7684164094,0.8224740321,0.9999690198,0.6239255014,005_S_0814,007_S_0414
1,0.7842293907,0.8213213213,0.9999665369,0.6450471698,005_S_0814,007_S_0316
101,0.6678321678,0.7214353163,0.9999572528,0.501312336,005_S_0814,007_S_0316
1,0.8012253233,0.8836336336,0.9999605613,0.6683702442,005_S_0814,007_S_0293
101,0.7847133758,0.8725212465,0.9999658023,0.6457023061,005_S_0814,007_S_0293
1,0.8265007321,0.8475975976,0.9999750865,0.7043044292,005_S_0814,007_S_0249
101,0.7860915493,0.8432483475,0.9999705826,0.6475707034,005_S_0814,007_S_0249
1,0.8382815229,0.9009009009,0.9999695706,0.7215874925,005_S_0814,007_S_0101
101,0.8003334723,0.9065155807,0.9999650668,0.6671299514,005_S_0814,007_S_0101
1,0.7495042961,0.8513513514,0.9999485183,0.5993657505,005_S_0814,007_S_0070
101,0.7153815099,0.8366383381,0.9999510936,0.5568824639,005_S_0814,007_S_0070
1,0.6689956332,0.8626126126,0.9999122972,0.5026246719,005_S_0814,007_S_0068
101,0.7605177994,0.8876298395,0.9999565174,0.6135770235,005_S_0814,007_S_0068
1,0.8313296903,0.8566066066,0.9999749946,0.7113466334,005_S_0814,007_S_0041
101,0.7921041579,0.8904627007,0.9999651588,0.6557719054,005_S_0814,007_S_0041
1,0.6740677484,0.8888888889,0.9999083441,0.5083726921,005_S_0814,006_S_0731
101,0.6274509804,0.8611898017,0.9999139541,0.4571428571,005_S_0814,006_S_0731
1,0.7422150883,0.8678678679,0.9999423588,0.5900969883,005_S_0814,006_S_1130
101,0.6564534661,0.8092540132,0.9999361091,0.4885974914,005_S_0814,006_S_1130
1,0.8032596042,0.777027027,0.9999806943,0.6712062257,005_S_0814,006_S_0675
101,0.7927046263,0.8413597734,0.999972605,0.6565954311,005_S_0814,006_S_0675
1,0.7536325476,0.8761261261,0.9999450249,0.6046632124,005_S_0814,006_S_0681
101,0.7692307692,0.8593012276,0.999963504,0.625,005_S_0814,006_S_0681
1,0.7321372364,0.8731231231,0.9999373026,0.5774577954,005_S_0814,005_S_1341
101,0.7565511412,0.8451369216,0.9999621251,0.6084296397,005_S_0814,005_S_1341
1,1,1,1,1,005_S_0814,005_S_0814
101,1,1,1,1,005_S_0814,005_S_0814
1,0.830722201,0.8160660661,0.9999817975,0.7104575163,005_S_0814,005_S_0610
101,0.8139223561,0.8611898017,0.9999751791,0.6862302483,005_S_0814,005_S_0610
1,0.7009118541,0.8656156156,0.999925995,0.5395414132,005_S_0814,005_S_0602
101,0.5972480476,0.7582625118,0.9999239744,0.4257688229,005_S_0814,005_S_0602
1,0.7970791699,0.7785285285,0.9999785799,0.6626198083,005_S_0814,005_S_0572
101,0.8057090239,0.8262511804,0.9999781208,0.6746337702,005_S_0814,005_S_0572
1,0.794077135,0.8656156156,0.9999614806,0.6584808681,005_S_0814,005_S_0553
101,0.7131969515,0.8394711992,0.9999498985,0.5542394015,005_S_0814,005_S_0553
1,0.722064841,0.8611111111,0.9999358317,0.5650246305,005_S_0814,005_S_0546
101,0.6433021807,0.7799811143,0.9999372122,0.4741676234,005_S_0814,005_S_0546
1,0.8326417704,0.9039039039,0.9999672723,0.7132701422,005_S_0814,005_S_0448
101,0.8001733853,0.8715769594,0.999970123,0.6669075145,005_S_0814,005_S_0448
1,0.6389129806,0.8295795796,0.9999060458,0.4694137638,005_S_0814,005_S_0324
101,0.5665578527,0.7374881964,0.9999157008,0.395242915,005_S_0814,005_S_0324
1,0.8452774715,0.8633633634,0.9999780283,0.732017823,005_S_0814,005_S_0222
101,0.8170403587,0.8602455146,0.9999760984,0.6906747536,005_S_0814,005_S_0222
1,0.7057348793,0.8453453453,0.9999326141,0.5452784504,005_S_0814,003_S_0981
101,0.6193548387,0.7705382436,0.9999301337,0.4485981308,005_S_0814,003_S_0981
1,0.8056968464,0.8918918919,0.9999605613,0.6746166951,005_S_0814,003_S_0907
101,0.7666530445,0.8857412653,0.9999586318,0.6216037111,005_S_0814,003_S_0907
1,0.7744890768,0.8250750751,0.9999625838,0.6319723979,005_S_0814,002_S_1155
101,0.7175803403,0.896128423,0.999941441,0.5595518868,005_S_0814,002_S_1155
1,0.7458081824,0.8348348348,0.9999505408,0.5946524064,005_S_0814,002_S_1018
101,0.7327044025,0.880075543,0.9999491631,0.5781637717,005_S_0814,002_S_1018
1,0.7183800623,0.8656156156,0.9999333495,0.5605250365,005_S_0814,002_S_0954
101,0.7040062233,0.8545797923,0.9999441989,0.5432172869,005_S_0814,002_S_0954
1,0.6246223565,0.6208708709,0.9999550454,0.4541460736,005_S_0814,002_S_0938
101,0.5537372844,0.5911237016,0.9999470487,0.3828746177,005_S_0814,002_S_0938
1,0.8372792183,0.8363363363,0.9999802347,0.720103426,005_S_0814,002_S_0782
101,0.7803780378,0.8186968839,0.9999727889,0.6398523985,005_S_0814,002_S_0782
1,0.807079646,0.8558558559,0.9999675481,0.6765578635,005_S_0814,002_S_0729
101,0.7563334869,0.7752596789,0.9999732486,0.6081481481,005_S_0814,002_S_0729
1,0.8326848249,0.8836336336,0.9999707657,0.7133333333,005_S_0814,002_S_0685
101,0.7270560191,0.8640226629,0.9999500824,0.5711610487,005_S_0814,002_S_0685
1,0.7964659686,0.9136636637,0.9999533906,0.6617727026,005_S_0814,002_S_0413
101,0.71015625,0.8583569405,0.9999455778,0.5505754088,005_S_0814,002_S_0413
1,0.8180439727,0.8100600601,0.9999791315,0.6921103271,005_S_0814,002_S_0619
101,0.8027801911,0.8725212465,0.9999706745,0.6705370102,005_S_0814,002_S_0619
1,0.8454481299,0.8993993994,0.9999720528,0.7322738386,005_S_0814,002_S_0295
101,0.7704574066,0.8668555241,0.9999626767,0.6266211604,005_S_0814,002_S_0295
1,0.7153482082,0.828504307,0.9999427269,0.5568421053,006_S_0675,941_S_1202
101,0.4340617935,0.380952381,0.9999479658,0.2771896054,006_S_0675,941_S_1202
1,0.7924961715,0.8104933438,0.9999724206,0.6563094483,006_S_0675,127_S_0431
101,0.4884868421,0.3928571429,0.9999700298,0.3231773667,006_S_0675,127_S_0431
1,0.7409510291,0.817541112,0.9999543102,0.5885005637,006_S_0675,116_S_0382
101,0.7469660194,0.8141534392,0.9999491609,0.596125908,006_S_0675,116_S_0382
1,0.6078632479,0.6961628818,0.9999302242,0.4366404715,006_S_0675,098_S_0149
101,0.7460925981,0.8366402116,0.999943553,0.595014111,006_S_0675,098_S_0149
1,0.8051766352,0.9013312451,0.9999603776,0.6738875878,006_S_0675,094_S_1293
101,0.8190059394,0.8664021164,0.9999653412,0.6934886183,006_S_0675,094_S_1293
1,0.6951371571,0.8731401723,0.9999249841,0.5327281414,006_S_0675,094_S_1188
101,0.6999685831,0.7367724868,0.9999487932,0.5384243596,006_S_0675,094_S_1188
1,0.5948777648,0.8003132341,0.9998954742,0.4233637117,006_S_0675,067_S_0056
101,0.6808731809,0.8664021164,0.9999056765,0.5161544523,006_S_0675,067_S_0056
1,0.7049360146,0.7548942835,0.999954586,0.54432524,006_S_0675,057_S_1217
101,0.7800623053,0.828042328,0.9999589978,0.6394279877,006_S_0675,057_S_1217
1,0.7723802915,0.8715740016,0.9999547698,0.629169022,006_S_0675,067_S_0029
101,0.6832565284,0.7354497354,0.9999419902,0.5188987401,006_S_0675,067_S_0029
1,0.7657342657,0.8574784652,0.9999551376,0.6203966006,006_S_0675,021_S_1109
101,0.7839687195,0.7956349206,0.9999674556,0.6446945338,006_S_0675,021_S_1109
1,0.7990690458,0.806577917,0.9999750866,0.665374677,006_S_0675,021_S_0753
101,0.5869230769,0.5046296296,0.9999701217,0.4153511159,006_S_0675,021_S_0753
1,0.7048984468,0.6930305403,0.999967916,0.5442804428,006_S_0675,021_S_0642
101,0.8471814923,0.8597883598,0.9999763732,0.7348784624,006_S_0675,021_S_0642
1,0.7553773241,0.8112764291,0.9999604696,0.6069127124,006_S_0675,021_S_0343
101,0.791740833,0.7354497354,0.9999829924,0.655274013,006_S_0675,021_S_0343
1,0.6550131926,0.7776037588,0.9999299484,0.4870034331,006_S_0675,021_S_0337
101,0.699543379,0.7599206349,0.9999426337,0.5379213483,006_S_0675,021_S_0337
1,0.7757166948,0.9005481597,0.999950541,0.6336088154,006_S_0675,021_S_0159
101,0.7698695136,0.8584656085,0.9999483335,0.6258437801,006_S_0675,021_S_0159
1,0.6624882482,0.8277212216,0.999921215,0.4953139644,006_S_0675,020_S_0213
101,0.7561561562,0.8326719577,0.9999486093,0.6079188798,006_S_0675,020_S_0213
1,0.7278911565,0.670321065,0.9999798671,0.5721925134,006_S_0675,016_S_0991
101,0.7705779335,0.7275132275,0.9999776602,0.6267806268,006_S_0675,016_S_0991
1,0.7732624383,0.7971808927,0.9999689273,0.6303405573,006_S_0675,014_S_1095
101,0.7764464225,0.75,0.9999747184,0.6345831002,006_S_0675,014_S_1095
1,0.7204926445,0.8245888802,0.9999454848,0.5631016043,006_S_0675,014_S_0328
101,0.7712665406,0.8095238095,0.9999597333,0.6276923077,006_S_0675,014_S_0328
1,0.7791932059,0.8621769773,0.9999588148,0.6382608696,006_S_0675,013_S_1205
101,0.7825574543,0.8783068783,0.999949069,0.6427879961,006_S_0675,013_S_1205
1,0.6178797468,0.6115896633,0.9999567923,0.4470520893,006_S_0675,011_S_0241
101,0.6028905712,0.5793650794,0.9999523786,0.4315270936,006_S_0675,011_S_0241
1,0.2703266157,0.3046202036,0.9998885794,0.1562876657,006_S_0675,011_S_0183
101,0.5851979346,0.5621693122,0.9999500803,0.4136253041,006_S_0675,011_S_0183
1,0.2218322218,0.2474549726,0.9998845344,0.124753257,006_S_0675,011_S_0168
101,0.7208155212,0.7248677249,0.9999601929,0.563496144,006_S_0675,011_S_0168
1,0.4710768318,0.6217697729,0.9998804894,0.3081102057,006_S_0675,011_S_0022
101,0.6200227531,0.7208994709,0.9999159731,0.449299258,006_S_0675,011_S_0022
1,0.7590711176,0.8191072827,0.9999601938,0.6116959064,006_S_0675,011_S_0053
101,0.7553444181,0.7361111111,0.9999703975,0.606870229,006_S_0675,011_S_0053
1,0.1828469327,0.2404072044,0.999836914,0.1006227466,006_S_0675,011_S_0016
101,0.6716937355,0.7658730159,0.999928476,0.5056768559,006_S_0675,011_S_0016
1,0.7448840382,0.8551292091,0.9999482427,0.5934782609,006_S_0675,011_S_0010
101,0.7964148528,0.8227513228,0.9999661686,0.6617021277,006_S_0675,011_S_0010
1,0.7110694184,0.8903680501,0.9999279259,0.5516739447,006_S_0675,011_S_0005
101,0.7348314607,0.8650793651,0.9999319694,0.5808170515,006_S_0675,011_S_0005
1,0.7616303005,0.7243539546,0.9999791316,0.6150265957,006_S_0675,011_S_0003
101,0.7507267442,0.6832010582,0.9999809698,0.6009307737,006_S_0675,011_S_0003
1,0.6963109354,0.8277212216,0.9999354643,0.5341081354,006_S_0675,009_S_0751
101,0.5540495868,0.5542328042,0.9999379451,0.3831732968,006_S_0675,009_S_0751
1,0.5568535826,0.5599060298,0.9999470476,0.3858607663,006_S_0675,009_S_1030
101,0.6295190713,0.6276455026,0.999949069,0.4593417231,006_S_0675,009_S_1030
1,0.7408720312,0.8183241973,0.9999541263,0.5884009009,006_S_0675,007_S_1339
101,0.8328767123,0.8042328042,0.9999823488,0.7136150235,006_S_0675,007_S_1339
1,0.5139080143,0.7306186374,0.9998693658,0.3458117124,006_S_0675,007_S_1222
101,0.6298491379,0.7731481481,0.9999052169,0.4596932757,006_S_0675,007_S_1222
1,0.4808702176,0.5019577134,0.9999312355,0.3165432099,006_S_0675,007_S_1206
101,0.7819595645,0.8313492063,0.9999589978,0.6419816139,006_S_0675,007_S_1206
1,0.7958656331,0.8441660141,0.9999674564,0.660944206,006_S_0675,007_S_0698
101,0.5515519087,0.5112433862,0.9999523786,0.3807881773,006_S_0675,007_S_0698
1,0.8218972628,0.8582615505,0.9999729722,0.6976448122,006_S_0675,007_S_0414
101,0.8332774237,0.8214285714,0.9999791312,0.7142035653,006_S_0675,007_S_0414
1,0.7960799095,0.8269381363,0.999970582,0.6612398247,006_S_0675,007_S_0316
101,0.8012232416,0.7797619048,0.9999768328,0.6683673469,006_S_0675,007_S_0316
1,0.7572815534,0.885669538,0.9999467718,0.609375,006_S_0675,007_S_0293
101,0.8086048719,0.8452380952,0.9999658928,0.6787041954,006_S_0675,007_S_0293
1,0.825974026,0.8715740016,0.999971961,0.703539823,006_S_0675,007_S_0249
101,0.8128693368,0.8187830688,0.9999727878,0.6847345133,006_S_0675,007_S_0249
1,0.7619047619,0.8707909162,0.9999512765,0.6153846154,006_S_0675,007_S_0101
101,0.7620237352,0.8068783069,0.9999567914,0.6155398587,006_S_0675,007_S_0101
1,0.7333333333,0.8872357087,0.9999374868,0.5789473684,006_S_0675,007_S_0070
101,0.7970830691,0.8313492063,0.9999646057,0.6626251977,006_S_0675,007_S_0070
1,0.6744464393,0.8825371966,0.9999137685,0.5088036117,006_S_0675,007_S_0068
101,0.7175616836,0.8174603175,0.9999359226,0.5595291987,006_S_0675,007_S_0068
1,0.7852177095,0.8402505873,0.9999647903,0.6463855422,006_S_0675,007_S_0041
101,0.7650273224,0.8333333333,0.9999520109,0.6194690265,006_S_0675,007_S_0041
1,0.7431404959,0.8801879405,0.9999426349,0.5912677538,006_S_0675,006_S_1130
101,0.7423349057,0.8326719577,0.9999429095,0.5902484763,006_S_0675,006_S_1130
1,0.6639368236,0.8888018794,0.9999074253,0.4969352014,006_S_0675,006_S_0731
101,0.6799034076,0.837962963,0.9999128473,0.5150406504,006_S_0675,006_S_0731
1,0.6105197245,0.7635082224,0.9999134008,0.4393871113,006_S_0675,006_S_0681
101,0.7009887487,0.6798941799,0.9999638703,0.5396325459,006_S_0675,006_S_0681
1,1,1,1,1,006_S_0675,006_S_0675
101,1,1,1,1,006_S_0675,006_S_0675
1,0.7738419619,0.8895849648,0.99995192,0.6311111111,006_S_0675,005_S_1341
101,0.7987055016,0.8161375661,0.999968375,0.6648706897,006_S_0675,005_S_1341
1,0.809973555,0.839467502,0.9999726045,0.6806349206,006_S_0675,005_S_0814
101,0.7580409357,0.6858465608,0.9999828085,0.6103590347,006_S_0675,005_S_0814
1,0.8048503221,0.8316366484,0.9999724206,0.6734305644,006_S_0675,005_S_0610
101,0.8173673329,0.7843915344,0.9999812456,0.6911421911,006_S_0675,005_S_0610
1,0.7126595378,0.8089271731,0.9999458525,0.5535905681,006_S_0675,005_S_0602
101,0.5960712093,0.6421957672,0.9999287518,0.4245736773,006_S_0675,005_S_0602
1,0.7298028605,0.7392325764,0.9999663532,0.574558734,006_S_0675,005_S_0572
101,0.397785686,0.3326719577,0.9999527463,0.248272458,006_S_0675,005_S_0572
1,0.780972666,0.8613938919,0.9999595503,0.6406523005,006_S_0675,005_S_0553
101,0.8013114754,0.8082010582,0.9999709491,0.6684901532,006_S_0675,005_S_0553
1,0.7256330212,0.8191072827,0.9999485185,0.5694066413,006_S_0675,005_S_0546
101,0.7418278853,0.7354497354,0.999965617,0.5896076352,006_S_0675,005_S_0546
1,0.7637116247,0.8668754894,0.9999526554,0.6177455357,006_S_0675,005_S_0448
101,0.8032467532,0.8181216931,0.9999695701,0.67118828,006_S_0675,005_S_0448
1,0.761299435,0.8441660141,0.9999561488,0.6145952109,006_S_0675,005_S_0324
101,0.7485963818,0.7936507937,0.999954585,0.5982053838,006_S_0675,005_S_0324
1,0.8259860789,0.8363351605,0.9999778446,0.7035573123,006_S_0675,005_S_0222
101,0.798096533,0.7764550265,0.9999764651,0.6640271493,006_S_0675,005_S_0222
1,0.5773809524,0.6836335161,0.9999196521,0.4058577406,006_S_0675,003_S_0981
101,0.7928660826,0.837962963,0.9999616639,0.6568170036,006_S_0675,003_S_0981
1,0.7772511848,0.898981989,0.9999513684,0.6356589147,006_S_0675,003_S_0907
101,0.8131377551,0.8432539683,0.9999679153,0.6851155293,006_S_0675,003_S_0907
1,0.6646586345,0.7776037588,0.9999339934,0.4977443609,006_S_0675,002_S_1155
101,0.7888399413,0.8882275132,0.9999494367,0.6513094083,006_S_0675,002_S_1155
1,0.7142857143,0.8339859045,0.999941164,0.5555555556,006_S_0675,002_S_1018
101,0.7494724148,0.8220899471,0.9999483335,0.5993249759,006_S_0675,002_S_1018
1,0.6060213661,0.7329678935,0.9999194683,0.4347422202,006_S_0675,002_S_0954
101,0.7595081498,0.8783068783,0.9999395999,0.612263716,006_S_0675,002_S_0954
1,0.5796995236,0.6194205168,0.9999392335,0.4081527348,006_S_0675,002_S_0938
101,0.5998083679,0.621031746,0.9999374854,0.4283759124,006_S_0675,002_S_0938
1,0.7866473149,0.8488645262,0.9999636872,0.6483253589,006_S_0675,002_S_0782
101,0.806351398,0.7724867725,0.9999800505,0.6755349913,006_S_0675,002_S_0782
1,0.7028140014,0.8018794049,0.9999436462,0.5417989418,006_S_0675,002_S_0729
101,0.7065637066,0.7261904762,0.9999542173,0.5462686567,006_S_0675,002_S_0729
1,0.793139657,0.8872357087,0.9999589068,0.6571925754,006_S_0675,002_S_0685
101,0.8029878618,0.8531746032,0.9999622155,0.6708268331,006_S_0675,002_S_0685
1,0.7568612292,0.7666405638,0.9999695708,0.6088308458,006_S_0675,002_S_0619
101,0.7699724518,0.7394179894,0.9999748103,0.6259798432,006_S_0675,002_S_0619
1,0.7856899489,0.9028974158,0.9999535747,0.6470258137,006_S_0675,002_S_0413
101,0.7424339987,0.7625661376,0.9999594575,0.5903737839,006_S_0675,002_S_0413
1,0.7991422445,0.8754894283,0.9999629517,0.6654761905,006_S_0675,002_S_0295
101,0.8104160051,0.8439153439,0.9999668121,0.6812600107,006_S_0675,002_S_0295
1,0.7336589905,0.6645596292,0.9999679128,0.5793534166,007_S_0070,941_S_1202
101,0.3617511521,0.2786157941,0.9999457557,0.2208157525,007_S_0070,941_S_1202
1,0.7712481787,0.6691951117,0.9999855653,0.6276679842,007_S_0070,127_S_0431
101,0.4675707547,0.3518189885,0.9999682809,0.3051173528,007_S_0070,127_S_0431
1,0.826884811,0.788032027,0.9999742567,0.7048624199,007_S_0070,116_S_0382
101,0.6891860192,0.6517302573,0.9999503527,0.5257695061,007_S_0070,116_S_0382
1,0.6978520286,0.6160977665,0.9999673611,0.5359237537,007_S_0070,098_S_0149
101,0.6827524576,0.677905945,0.999936194,0.5183175034,007_S_0070,098_S_0149
1,0.8308775016,0.7960387695,0.999973797,0.7106847254,007_S_0070,094_S_1293
101,0.8244935124,0.8034605146,0.9999698439,0.701394268,007_S_0070,094_S_1293
1,0,0,0.9997823769,0,007_S_0070,094_S_1188
101,0.4978662873,0.5434782609,0.9998674233,0.3314393939,007_S_0070,094_S_1188
1,0.7764852514,0.7876106195,0.9999474101,0.6346349745,007_S_0070,067_S_0056
101,0.7775693142,0.8274179237,0.999937665,0.6360845839,007_S_0070,067_S_0056
1,0.8234530506,0.8019384745,0.9999681886,0.6998896653,007_S_0070,067_S_0029
101,0.8247326825,0.7870452529,0.9999748086,0.7017405063,007_S_0070,067_S_0029
1,0.7124791219,0.6291613991,0.9999701193,0.5533728688,007_S_0070,057_S_1217
101,0.7398503062,0.7236024845,0.9999518237,0.587113031,007_S_0070,057_S_1217
1,0.8161515903,0.7623261694,0.9999769229,0.6894054878,007_S_0070,021_S_1109
101,0.8539626002,0.850931677,0.9999705794,0.7451437451,007_S_0070,021_S_1109
1,0.7424055322,0.6333754741,0.9999840943,0.5903377848,007_S_0070,021_S_0753
101,0.7474546809,0.6677018634,0.9999753602,0.5967486122,007_S_0070,021_S_0753
1,0.7132901941,0.603876949,0.9999805086,0.5543520309,007_S_0070,021_S_0642
101,0.7798369162,0.7000887311,0.999980233,0.6391251519,007_S_0070,021_S_0642
1,0.8128022105,0.7437842394,0.9999811522,0.6846392552,007_S_0070,021_S_0343
101,0.7391642876,0.6317657498,0.9999839106,0.5862494854,007_S_0070,021_S_0343
1,0.8240324032,0.7715971344,0.9999779343,0.7007271336,007_S_0070,021_S_0337
101,0.7622571693,0.7311446318,0.9999612015,0.6158445441,007_S_0070,021_S_0337
1,0.8528318391,0.8217446271,0.9999770149,0.7434235608,007_S_0070,021_S_0159
101,0.8431200701,0.8535936114,0.9999645114,0.7287878788,007_S_0070,021_S_0159
1,0.8208924532,0.8411293721,0.9999545814,0.6961981165,007_S_0070,020_S_0213
101,0.8449795743,0.871783496,0.9999602822,0.7315711095,007_S_0070,020_S_0213
1,0.4123477768,0.3067846608,0.9999604656,0.2597217267,007_S_0070,016_S_0991
101,0.585446527,0.471162378,0.9999713149,0.4138737334,007_S_0070,016_S_0991
1,0.5775907417,0.4627054362,0.9999695677,0.4060650888,007_S_0070,014_S_1095
101,0.6954568148,0.6180124224,0.9999669937,0.5331037122,007_S_0070,014_S_1095
1,0.8416738568,0.8221660346,0.9999713146,0.7266294227,007_S_0070,014_S_0328
101,0.8487848785,0.8367346939,0.9999720504,0.7372947615,007_S_0070,014_S_0328
1,0.7924091645,0.7214496418,0.999978302,0.6561901112,007_S_0070,013_S_1205
101,0.8196503651,0.8216503993,0.999962029,0.6944131984,007_S_0070,013_S_1205
1,0.5812917595,0.4399494311,0.9999839104,0.409733124,007_S_0070,011_S_0241
